,weight,age,height
15904,58,29.0,172.72
83809,63,60.0,172.72
77209,56,29.0,170.18
33015,90,30.0,167.64
54673,63,45.0,172.72
96302,65,29.0,167.64
51276,48,36.0,162.56
50287,51,31.0,165.1
36599,61,30.0,172.72
3088,65,29.0,177.8
28605,63,33.0,175.26
75468,68,32.0,162.56
46250,55,56.0,162.56
40013,35,22.0,182.88
70188,46,28.0,160.02
12309,53,27.0,160.02
69443,61,28.0,170.18
61506,61,47.0,170.18
49625,72,31.0,162.56
73534,61,32.0,170.18
76794,52,55.0,160.02
78018,48,38.0,160.02
10866,58,31.0,160.02
65998,59,38.0,162.56
59528,56,31.0,162.56
105620,61,33.0,177.8
74288,44,26.0,160.02
111888,59,29.0,157.48
42226,61,29.0,165.1
78617,79,34.0,170.18
115599,97,37.0,162.56
33636,54,34.0,157.48
82983,58,35.0,165.1
89658,63,31.0,172.72
13874,72,27.0,172.72
109656,54,28.0,165.1
94523,61,31.0,175.26
9728,52,29.0,160.02
30459,68,29.0,160.02
28794,61,37.0,170.18
11668,63,29.0,162.56
30187,54,31.0,167.64
43888,56,47.0,165.1
68394,45,31.0,157.48
74423,68,32.0,175.26
31793,58,48.0,167.64
7629,57,33.0,162.56
101388,58,33.0,162.56
62713,63,33.0,175.26
112839,68,45.0,157.48
43904,72,44.0,154.94
27214,60,35.0,162.56
107890,63,39.0,170.18
53998,72,33.0,172.72
1562,59,38.0,167.64
71519,63,29.0,157.48
102153,54,32.0,165.1
5928,72,31.0,180.34
104722,54,34.0,172.72
107524,63,40.0,175.26
37564,58,33.0,165.1
52412,81,31.0,187.96
88725,54,30.0,162.56
28800,68,34.0,177.8
72312,63,36.0,170.18
31481,68,26.0,167.64
90161,49,26.0,167.64
111657,65,45.0,162.56
14762,58,38.0,167.64
92118,65,27.0,172.72
8520,56,29.0,160.02
58126,58,31.0,162.56
18571,75,26.0,175.26
43397,64,38.0,170.18
53439,55,44.0,167.64
26045,62,35.0,160.02
14999,57,29.0,172.72
3918,65,27.0,160.02
79917,47,37.0,154.94
10844,63,23.0,172.72
18643,58,33.0,160.02
29474,59,46.0,160.02
11732,63,39.0,167.64
34643,63,32.0,162.56
89716,58,32.0,162.56
51621,63,38.0,167.64
67918,54,32.0,157.48
62415,61,48.0,162.56
1633,59,30.0,167.64
68088,71,29.0,160.02
64141,54,37.0,172.72
4176,77,35.0,170.18
57742,65,33.0,190.5
30643,52,45.0,157.48
53318,74,39.0,154.94
31629,72,38.0,165.1
57773,58,41.0,154.94
17535,53,27.0,162.56
85413,56,54.0,160.02
58498,63,25.0,170.18
17401,74,39.0,167.64
117504,54,36.0,165.1
20625,58,39.0,167.64
32461,55,29.0,162.56
83009,53,37.0,162.56
5888,63,36.0,160.02
4041,68,26.0,170.18
84025,68,30.0,177.8
119309,56,32.0,157.48
13145,63,27.0,165.1
13306,55,60.0,170.18
103282,65,40.0,170.18
49434,54,30.0,170.18
8855,63,33.0,160.02
38757,56,31.0,165.1
34009,70,29.0,175.26
106328,56,33.0,167.64
14315,65,29.0,167.64
8917,63,28.0,177.8
94081,58,42.0,170.18
28614,70,30.0,170.18
41541,63,34.0,162.56
108361,65,35.0,170.18
20035,67,31.0,180.34
101585,47,33.0,165.1
1330,57,40.0,162.56
18987,61,51.0,167.64
108479,68,43.0,165.1
59942,53,35.0,152.4
45219,63,31.0,165.1
36523,72,35.0,170.18
115135,70,28.0,167.64
25550,54,37.0,154.94
50627,61,30.0,172.72
31309,61,32.0,172.72
63001,61,24.0,165.1
28239,87,45.0,167.64
49422,79,39.0,170.18
112715,56,31.0,165.1
44481,63,32.0,154.94
55429,58,28.0,170.18
4406,51,30.0,160.02
972,56,32.0,165.1
60382,61,22.0,157.48
117059,63,27.0,165.1
73910,72,30.0,167.64
29593,57,29.0,157.48
12830,58,29.0,162.56
21254,61,42.0,160.02
67404,71,33.0,157.48
42617,56,31.0,160.02
70207,63,35.0,170.18
51557,70,29.0,167.64
22539,62,44.0,162.56
55211,68,28.0,154.94
24572,49,44.0,160.02
26206,65,31.0,162.56
38212,74,37.0,167.64
38665,47,30.0,152.4
113626,69,22.0,167.64
17938,56,22.0,172.72
67648,58,38.0,162.56
12941,79,45.0,167.64
47895,63,60.0,172.72
84926,47,33.0,157.48
88793,58,41.0,160.02
102126,54,20.0,165.1
42875,68,33.0,172.72
88392,74,28.0,175.26
82471,54,34.0,172.72
24581,91,31.0,175.26
3717,64,22.0,170.18
60269,61,36.0,160.02
60036,63,34.0,167.64
17506,68,37.0,170.18
9446,49,28.0,162.56
41593,65,26.0,170.18
61077,58,33.0,154.94
63221,63,34.0,157.48
14197,83,29.0,165.1
68031,49,22.0,162.56
67214,54,34.0,165.1
117629,61,40.0,154.94
55780,65,30.0,160.02
86443,79,27.0,165.1
13706,80,25.0,177.8
116124,53,32.0,167.64
1811,61,34.0,160.02
93478,48,26.0,162.56
3676,61,27.0,170.18
52729,51,29.0,162.56
1398,74,40.0,167.64
89000,68,42.0,170.18
80906,65,61.0,160.02
59433,56,31.0,160.02
48342,56,38.0,165.1
71135,72,40.0,180.34
68870,45,28.0,154.94
79372,61,35.0,177.8
14689,58,36.0,162.56
81772,54,31.0,157.48
21248,63,35.0,167.64
68409,65,28.0,170.18
104168,58,39.0,162.56
82509,56,35.0,167.64
107318,77,37.0,180.34
26718,70,34.0,162.56
30042,56,36.0,162.56
77107,63,29.0,160.02
86613,75,28.0,177.8
29906,72,30.0,175.26
58632,52,29.0,170.18
77893,52,37.0,157.48
81739,54,29.0,162.56
54068,58,35.0,162.56
53482,45,27.0,157.48
69734,63,27.0,157.48
55934,61,36.0,175.26
67994,71,33.0,177.8
77298,52,24.0,154.94
36201,73,32.0,175.26
53071,58,40.0,154.94
92017,61,29.0,170.18
98210,56,48.0,170.18
87192,50,38.0,167.64
83145,63,30.0,177.8
77602,72,38.0,175.26
7133,61,47.0,175.26
69221,63,30.0,170.18
96701,63,28.0,177.8
79745,68,28.0,180.34
38343,68,27.0,172.72
44405,56,35.0,157.48
43845,61,36.0,154.94
101129,72,24.0,175.26
75357,62,35.0,160.02
56898,61,26.0,165.1
118321,56,39.0,167.64
81610,36,21.0,157.48
30954,81,28.0,177.8
59431,61,29.0,167.64
25005,68,37.0,170.18
19485,54,53.0,157.48
72773,57,40.0,175.26
26214,72,43.0,167.64
17386,61,27.0,170.18
84674,58,33.0,157.48
61278,79,36.0,175.26
99429,45,34.0,152.4
59569,58,29.0,157.48
84055,99,30.0,165.1
93982,52,34.0,167.64
26088,56,48.0,157.48
114365,64,19.0,170.18
35372,77,44.0,162.56
93614,63,49.0,177.8
112439,58,35.0,157.48
100383,59,43.0,170.18
18226,68,29.0,172.72
64429,69,22.0,162.56
100478,68,31.0,172.72
71435,68,33.0,180.34
43726,63,32.0,160.02
97781,61,26.0,170.18
13134,57,38.0,167.64
29100,52,37.0,165.1
47904,95,26.0,177.8
35179,63,24.0,149.86
92599,72,37.0,157.48
81857,68,34.0,167.64
3783,58,27.0,172.72
56526,52,117.0,165.1
62163,56,45.0,157.48
67262,64,35.0,162.56
95753,52,30.0,167.64
43786,61,34.0,167.64
16357,52,29.0,165.1
41209,74,37.0,162.56
87700,61,33.0,157.48
110170,52,31.0,154.94
88276,70,28.0,185.42
37206,51,39.0,172.72
105421,61,27.0,167.64
76132,65,25.0,167.64
104252,63,40.0,167.64
88989,77,56.0,172.72
41712,62,32.0,175.26
100951,67,32.0,157.48
2006,58,39.0,165.1
57907,56,57.0,165.1
22392,79,32.0,167.64
24020,65,29.0,167.64
34409,52,29.0,157.48
34807,56,39.0,165.1
64142,52,64.0,154.94
107206,54,49.0,170.18
100192,61,29.0,167.64
77598,61,52.0,162.56
108588,58,32.0,165.1
78913,104,25.0,172.72
66084,52,32.0,160.02
56815,65,35.0,170.18
29548,50,43.0,162.56
56728,55,29.0,165.1
66789,58,30.0,162.56
41081,66,47.0,172.72
109773,54,29.0,160.02
53909,63,40.0,162.56
72934,70,32.0,177.8
15188,49,24.0,167.64
64110,79,31.0,167.64
44626,61,45.0,167.64
21534,68,32.0,172.72
101120,56,27.0,170.18
54153,63,31.0,157.48
86290,54,29.0,177.8
60471,52,26.0,175.26
93221,105,38.0,175.26
69310,61,36.0,165.1
17874,68,24.0,167.64
64449,62,21.0,162.56
55583,72,34.0,162.56
93743,65,46.0,172.72
111782,56,49.0,175.26
114472,72,28.0,160.02
4595,63,28.0,170.18
14104,54,47.0,157.48
20384,52,34.0,167.64
2667,68,27.0,177.8
113843,64,58.0,165.1
40658,72,38.0,175.26
2106,58,20.0,165.1
108793,55,30.0,167.64
10386,75,23.0,165.1
15595,58,29.0,177.8
25926,63,25.0,177.8
115564,56,49.0,165.1
80693,47,27.0,157.48
89607,58,25.0,162.56
93070,72,37.0,162.56
4034,53,30.0,160.02
16782,65,28.0,162.56
9739,55,34.0,167.64
71587,61,31.0,165.1
37648,52,37.0,170.18
67910,52,46.0,160.02
88719,56,30.0,170.18
6108,61,32.0,167.64
116218,48,40.0,162.56
97026,64,29.0,157.48
41534,54,33.0,165.1
79630,56,31.0,162.56
49190,58,31.0,172.72
96278,63,38.0,170.18
54019,74,35.0,167.64
18613,67,42.0,160.02
92164,52,44.0,154.94
11814,58,33.0,157.48
62502,52,33.0,167.64
69325,53,32.0,160.02
41147,72,32.0,170.18
87329,63,38.0,160.02
34598,65,29.0,167.64
71262,53,31.0,157.48
118981,65,26.0,165.1
46051,58,30.0,172.72
97926,52,27.0,160.02
4802,61,35.0,167.64
39211,77,30.0,170.18
29993,58,36.0,170.18
25463,56,32.0,172.72
830,49,33.0,170.18
81060,58,32.0,167.64
471,47,28.0,160.02
10011,61,29.0,167.64
31985,65,35.0,162.56
103826,68,36.0,172.72
94150,63,27.0,167.64
69640,58,31.0,162.56
92489,56,28.0,157.48
85963,54,32.0,162.56
110849,54,29.0,162.56
56286,54,30.0,167.64
68948,61,35.0,160.02
26194,78,31.0,170.18
119144,58,33.0,170.18
53098,65,47.0,177.8
9897,72,29.0,162.56
3992,56,29.0,167.64
49879,63,53.0,165.1
18576,71,33.0,157.48
78984,49,36.0,167.64
70014,63,25.0,160.02
51001,58,25.0,167.64
33705,81,31.0,172.72
87520,58,31.0,165.1
106769,59,29.0,165.1
104502,83,26.0,157.48
96254,52,31.0,165.1
12136,58,39.0,167.64
89478,49,30.0,157.48
54548,56,38.0,160.02
57432,56,33.0,160.02
41585,58,30.0,160.02
50139,61,31.0,167.64
94403,86,33.0,157.48
6672,54,35.0,160.02
4360,55,34.0,162.56
65078,86,32.0,160.02
65118,61,34.0,160.02
62252,70,43.0,162.56
102839,64,56.0,167.64
53011,61,33.0,170.18
23690,61,46.0,165.1
20094,54,41.0,162.56
44532,74,45.0,157.48
38874,64,1.0,162.56
43383,65,32.0,170.18
68456,79,37.0,180.34
54893,72,37.0,167.64
78863,63,44.0,172.72
64830,86,31.0,165.1
117,81,59.0,162.56
112683,54,30.0,157.48
97035,58,40.0,160.02
44574,61,27.0,175.26
68799,55,24.0,165.1
1578,65,34.0,160.02
70215,53,39.0,157.48
15144,54,32.0,160.02
35076,58,24.0,170.18
81002,74,38.0,175.26
81678,65,26.0,172.72
18008,86,27.0,172.72
107058,52,29.0,160.02
27317,54,33.0,162.56
63000,67,27.0,162.56
98337,72,31.0,172.72
38135,64,41.0,175.26
114592,68,30.0,170.18
4038,47,29.0,152.4
5429,61,33.0,172.72
103856,68,30.0,170.18
109759,45,30.0,162.56
4325,68,35.0,165.1
106254,61,29.0,165.1
23023,53,33.0,162.56
55894,43,25.0,152.4
42123,63,25.0,160.02
55125,56,31.0,154.94
87031,61,21.0,160.02
81374,60,40.0,167.64
90151,63,32.0,167.64
114877,74,27.0,170.18
40418,63,28.0,165.1
66272,44,27.0,157.48
80494,63,34.0,177.8
71471,56,31.0,170.18
54363,51,25.0,160.02
114972,63,51.0,175.26
76077,50,58.0,157.48
20513,73,42.0,167.64
18685,65,32.0,172.72
64965,81,25.0,160.02
13911,49,39.0,160.02
43033,61,26.0,157.48
5008,59,27.0,157.48
60229,58,39.0,167.64
67705,49,34.0,160.02
77020,70,29.0,160.02
13705,61,35.0,175.26
113169,63,28.0,175.26
119431,54,23.0,170.18
66782,58,37.0,154.94
55437,55,33.0,167.64
74458,55,28.0,160.02
97628,56,29.0,170.18
79570,83,36.0,160.02
28178,65,33.0,154.94
41991,55,38.0,167.64
73504,52,30.0,157.48
96162,58,31.0,157.48
46306,74,29.0,165.1
43965,68,36.0,162.56
79274,73,54.0,157.48
78302,47,29.0,154.94
117293,56,27.0,157.48
80521,63,44.0,162.56
53202,61,37.0,170.18
112101,63,32.0,162.56
62590,54,32.0,160.02
84706,58,53.0,167.64
117286,53,25.0,154.94
55962,63,43.0,160.02
48830,64,34.0,165.1
98045,68,30.0,175.26
12187,61,46.0,172.72
25876,56,25.0,162.56
79174,53,32.0,167.64
26009,52,36.0,157.48
116431,81,32.0,165.1
118176,58,30.0,162.56
108405,61,49.0,170.18
72780,74,29.0,177.8
114084,59,46.0,175.26
112785,62,29.0,165.1
16205,65,29.0,170.18
118353,72,26.0,165.1
19536,44,29.0,157.48
113177,53,28.0,160.02
81766,72,54.0,172.72
49918,61,25.0,165.1
77731,62,43.0,157.48
56105,61,58.0,170.18
101801,63,34.0,157.48
75391,68,33.0,172.72
34466,68,37.0,167.64
85265,90,31.0,185.42
112670,56,23.0,175.26
41997,102,28.0,180.34
70741,58,30.0,162.56
95724,70,35.0,172.72
83693,63,45.0,160.02
10126,49,56.0,157.48
94770,52,30.0,165.1
49396,74,30.0,167.64
81130,58,46.0,175.26
26904,54,28.0,170.18
62090,50,23.0,157.48
6464,61,29.0,167.64
82267,58,32.0,170.18
81726,74,30.0,167.64
42,61,34.0,172.72
9827,52,19.0,167.64
90043,70,29.0,172.72
56440,61,17.0,160.02
117350,68,33.0,175.26
60265,61,27.0,165.1
4209,55,25.0,167.64
18492,58,33.0,170.18
78907,52,32.0,160.02
44267,74,31.0,177.8
93460,56,32.0,172.72
33535,43,23.0,147.32
67826,56,22.0,172.72
59639,79,27.0,180.34
45017,79,38.0,172.72
9538,77,37.0,177.8
33037,102,40.0,167.64
38863,63,32.0,170.18
74719,61,29.0,165.1
119270,74,35.0,175.26
77514,54,28.0,157.48
94415,70,36.0,170.18
107363,52,27.0,154.94
31751,85,47.0,175.26
98562,52,30.0,160.02
16888,79,50.0,172.72
72017,52,32.0,154.94
47508,55,37.0,162.56
104735,59,29.0,172.72
119337,47,25.0,154.94
94934,58,39.0,167.64
103439,86,23.0,185.42
14034,54,42.0,167.64
76635,56,30.0,162.56
37424,68,30.0,170.18
35393,61,52.0,162.56
86079,58,29.0,172.72
14990,47,29.0,160.02
39000,77,35.0,172.72
5404,54,32.0,160.02
36309,58,31.0,160.02
36436,51,33.0,152.4
50417,72,46.0,175.26
22301,68,28.0,170.18
3611,64,38.0,157.48
91996,57,40.0,157.48
106817,72,37.0,177.8
65125,58,37.0,160.02
57681,59,34.0,167.64
109142,77,26.0,172.72
55909,58,35.0,170.18
62879,58,23.0,170.18
76365,68,48.0,180.34
28391,64,53.0,157.48
104838,68,28.0,165.1
83532,61,40.0,167.64
44177,56,41.0,162.56
48969,54,26.0,160.02
59640,54,25.0,170.18
66987,68,19.0,172.72
60364,63,35.0,172.72
29413,55,25.0,167.64
59277,49,20.0,160.02
23949,58,26.0,167.64
2380,52,32.0,154.94
115043,72,27.0,172.72
10616,58,29.0,165.1
55513,70,29.0,170.18
42061,68,30.0,165.1
96240,58,22.0,167.64
3829,51,21.0,157.48
98240,48,28.0,157.48
2842,56,53.0,170.18
12371,70,48.0,165.1
110001,61,46.0,167.64
19120,56,30.0,157.48
48568,59,32.0,165.1
37574,61,26.0,170.18
97798,70,31.0,165.1
72653,43,32.0,152.4
47854,53,34.0,170.18
108792,55,32.0,162.56
1411,58,34.0,165.1
33335,58,28.0,165.1
53794,58,36.0,162.56
31631,54,33.0,165.1
8220,49,29.0,165.1
30902,63,32.0,165.1
107919,61,51.0,167.64
71957,61,28.0,180.34
5679,49,25.0,162.56
64887,72,35.0,162.56
88765,48,26.0,162.56
89756,63,26.0,167.64
11033,58,47.0,157.48
14498,56,31.0,167.64
13168,66,24.0,177.8
67276,57,33.0,149.86
89351,63,36.0,162.56
82742,51,28.0,157.48
12982,63,35.0,170.18
82569,66,47.0,162.56
114852,55,26.0,170.18
16941,56,29.0,157.48
74875,61,29.0,167.64
100988,54,29.0,165.1
89353,58,29.0,170.18
22941,56,28.0,167.64
80259,56,37.0,162.56
18442,62,26.0,172.72
87212,65,26.0,172.72
38723,49,29.0,160.02
38030,56,43.0,157.48
58256,56,25.0,165.1
83058,58,27.0,172.72
67405,65,25.0,167.64
48463,56,39.0,172.72
41006,68,32.0,165.1
56309,90,29.0,172.72
25491,52,25.0,157.48
62803,65,40.0,172.72
45746,52,35.0,154.94
48816,61,29.0,154.94
62047,55,33.0,177.8
73409,83,29.0,162.56
28510,63,30.0,175.26
17204,53,41.0,162.56
71086,65,30.0,162.56
112879,61,70.0,165.1
64339,71,37.0,170.18
14662,68,39.0,170.18
58410,63,32.0,170.18
114777,50,37.0,162.56
109993,58,41.0,172.72
86870,56,27.0,167.64
9043,67,40.0,165.1
27982,48,53.0,160.02
113084,58,29.0,165.1
84766,54,27.0,160.02
45370,49,31.0,165.1
43003,54,21.0,165.1
77404,49,19.0,175.26
73857,56,34.0,165.1
67940,58,30.0,170.18
61651,52,47.0,154.94
107791,56,28.0,172.72
102193,54,40.0,154.94
105256,65,36.0,167.64
114556,62,42.0,167.64
85810,56,34.0,162.56
30771,63,40.0,154.94
113063,47,47.0,165.1
17547,74,29.0,162.56
75876,68,37.0,180.34
116626,77,40.0,175.26
64526,58,21.0,160.02
93064,57,31.0,165.1
103896,56,35.0,167.64
9082,55,27.0,170.18
94891,65,35.0,165.1
47652,56,31.0,157.48
91349,52,26.0,157.48
103753,56,42.0,162.56
62565,56,36.0,160.02
24470,77,30.0,167.64
119400,68,40.0,157.48
109440,61,31.0,160.02
87919,65,41.0,162.56
56080,68,33.0,177.8
68003,52,36.0,162.56
64187,54,18.0,160.02
32609,66,62.0,167.64
62969,56,26.0,170.18
90593,56,30.0,172.72
43241,61,30.0,157.48
111719,65,25.0,167.64
113785,68,34.0,165.1
55116,49,31.0,162.56
9800,58,38.0,154.94
50555,65,17.0,167.64
19315,47,38.0,149.86
6990,58,28.0,165.1
58020,66,31.0,167.64
54099,64,37.0,170.18
103956,67,29.0,165.1
11436,52,38.0,162.56
102243,64,37.0,167.64
23836,61,31.0,167.64
1547,70,33.0,175.26
103491,66,39.0,180.34
75381,54,33.0,170.18
56569,62,30.0,160.02
20006,55,26.0,170.18
24832,58,29.0,165.1
1559,56,27.0,172.72
28305,55,32.0,170.18
25288,75,36.0,160.02
11382,65,37.0,175.26
55069,62,34.0,165.1
118821,58,42.0,157.48
9343,54,29.0,160.02
55269,58,43.0,170.18
72931,48,40.0,162.56
117689,61,25.0,162.56
9467,65,33.0,167.64
60964,56,26.0,167.64
73701,61,32.0,175.26
55700,54,27.0,154.94
54920,63,49.0,170.18
44848,63,28.0,172.72
25810,58,31.0,170.18
42086,63,28.0,167.64
9281,58,31.0,165.1
84745,68,38.0,165.1
20936,58,42.0,175.26
19566,54,28.0,167.64
32213,70,50.0,165.1
27697,61,33.0,175.26
103269,61,28.0,162.56
67111,58,32.0,180.34
73634,52,30.0,162.56
61472,61,30.0,167.64
63899,74,44.0,175.26
37614,72,41.0,157.48
69973,63,24.0,175.26
99818,57,31.0,162.56
13026,63,34.0,167.64
38660,54,32.0,172.72
25781,65,48.0,172.72
16622,58,37.0,172.72
39971,65,37.0,170.18
100378,56,27.0,160.02
106375,61,32.0,160.02
66774,66,24.0,170.18
80844,56,29.0,162.56
39678,72,29.0,170.18
62086,58,46.0,165.1
81576,66,57.0,172.72
34,68,36.0,162.56
119573,77,38.0,172.72
85059,86,30.0,172.72
103713,65,29.0,170.18
107680,58,36.0,165.1
74892,67,23.0,165.1
71184,54,28.0,165.1
88321,58,29.0,167.64
73665,56,29.0,165.1
65020,68,32.0,167.64
52129,54,45.0,167.64
117004,61,48.0,157.48
6881,65,32.0,167.64
90210,63,55.0,170.18
29399,61,42.0,175.26
10551,51,35.0,165.1
87160,53,23.0,165.1
42471,55,45.0,154.94
45775,70,23.0,165.1
88554,68,33.0,165.1
46506,65,28.0,167.64
2922,81,29.0,160.02
47720,68,45.0,172.72
35982,61,41.0,160.02
12683,59,33.0,160.02
99021,61,27.0,177.8
49191,65,39.0,180.34
69317,68,33.0,172.72
105696,52,27.0,160.02
106482,58,28.0,165.1
45803,56,21.0,172.72
906,48,38.0,167.64
66475,61,39.0,177.8
69085,62,41.0,160.02
35261,63,37.0,152.4
104341,51,29.0,157.48
90048,54,28.0,160.02
10005,74,22.0,172.72
24070,56,62.0,162.56
64720,63,31.0,167.64
67638,49,57.0,165.1
39084,71,40.0,170.18
91838,58,31.0,162.56
115736,61,34.0,170.18
64505,68,23.0,167.64
108921,55,32.0,165.1
103941,56,38.0,172.72
68998,63,25.0,162.56
4039,61,27.0,165.1
85182,52,21.0,170.18
72043,53,36.0,157.48
62253,63,29.0,167.64
94414,63,29.0,167.64
60835,79,37.0,170.18
5288,74,35.0,167.64
39023,58,38.0,167.64
14399,61,40.0,170.18
72315,57,30.0,167.64
94589,53,41.0,160.02
59365,50,33.0,160.02
9200,65,55.0,165.1
27218,59,43.0,162.56
96329,63,33.0,167.64
81865,52,42.0,175.26
51266,58,31.0,170.18
7063,71,35.0,175.26
21770,88,29.0,157.48
99451,58,37.0,160.02
66365,56,24.0,165.1
42324,54,46.0,175.26
74889,68,29.0,160.02
43142,56,28.0,157.48
74413,65,33.0,157.48
35404,72,28.0,175.26
39721,56,46.0,175.26
53329,47,29.0,152.4
43181,56,35.0,172.72
5188,48,42.0,149.86
110363,64,30.0,172.72
69868,56,35.0,162.56
99563,72,26.0,167.64
6400,61,25.0,175.26
59326,72,30.0,165.1
57405,65,33.0,165.1
109780,56,58.0,167.64
81913,49,39.0,165.1
42067,63,40.0,172.72
62091,56,48.0,160.02
19896,61,25.0,160.02
31093,68,31.0,167.64
48371,61,24.0,175.26
47200,72,36.0,177.8
93382,61,28.0,175.26
64387,81,34.0,170.18
70146,56,38.0,170.18
43998,77,32.0,172.72
9596,63,35.0,172.72
102408,63,29.0,157.48
67534,58,35.0,160.02
6423,48,34.0,162.56
35337,61,58.0,165.1
22262,55,34.0,157.48
60473,87,34.0,180.34
50468,70,35.0,167.64
7596,58,35.0,157.48
89562,66,52.0,170.18
47005,72,32.0,165.1
10312,68,33.0,170.18
10747,74,34.0,167.64
99705,54,27.0,175.26
23172,58,39.0,170.18
9352,52,33.0,160.02
103744,54,31.0,167.64
59212,63,29.0,165.1
110653,61,26.0,175.26
23251,51,33.0,162.56
86604,56,34.0,172.72
10144,52,32.0,167.64
103868,52,32.0,160.02
37667,63,31.0,170.18
59943,65,34.0,170.18
110393,68,30.0,170.18
29323,61,31.0,162.56
108959,54,38.0,162.56
75164,54,34.0,157.48
86010,76,47.0,165.1
87565,95,49.0,162.56
80817,45,35.0,162.56
93566,51,62.0,152.4
76527,61,38.0,162.56
110293,58,32.0,175.26
22569,63,28.0,167.64
45246,54,30.0,154.94
591,63,50.0,177.8
77250,54,38.0,162.56
30720,61,26.0,172.72
118058,50,25.0,167.64
46086,77,27.0,172.72
57116,53,33.0,167.64
72980,67,38.0,180.34
88027,113,36.0,172.72
75869,97,38.0,167.64
102683,79,59.0,165.1
60872,57,40.0,170.18
20489,56,28.0,165.1
72530,52,32.0,162.56
87620,69,35.0,162.56
11968,56,34.0,157.48
66953,62,41.0,157.48
94532,68,60.0,172.72
109580,61,24.0,162.56
94377,59,57.0,167.64
89039,70,31.0,167.64
99713,74,32.0,172.72
79107,43,26.0,160.02
60038,61,31.0,167.64
27085,54,34.0,160.02
109516,71,38.0,170.18
9622,67,37.0,170.18
4945,61,36.0,157.48
81980,65,33.0,172.72
79821,47,32.0,160.02
44182,63,22.0,167.64
117971,49,34.0,162.56
98040,81,31.0,157.48
32720,68,30.0,175.26
105741,72,33.0,170.18
68734,61,36.0,170.18
108016,48,32.0,157.48
105091,67,28.0,172.72
113578,77,29.0,180.34
40355,70,36.0,167.64
24344,58,26.0,170.18
96869,57,38.0,167.64
22380,47,42.0,162.56
1094,74,27.0,154.94
99306,54,31.0,167.64
23874,72,32.0,175.26
112208,54,26.0,172.72
88187,55,31.0,157.48
30713,47,30.0,162.56
75380,53,40.0,162.56
118400,63,33.0,162.56
109495,61,30.0,162.56
82921,72,36.0,165.1
73265,49,33.0,157.48
20656,54,32.0,165.1
3188,72,30.0,175.26
76209,56,37.0,167.64
114038,52,28.0,165.1
42124,58,35.0,149.86
43760,68,34.0,162.56
73220,56,31.0,160.02
116252,68,28.0,157.48
59262,58,31.0,175.26
26630,52,29.0,160.02
80245,63,38.0,175.26
84337,47,38.0,162.56
13925,50,47.0,162.56
67806,53,34.0,162.56
80248,54,35.0,154.94
107059,61,29.0,170.18
112108,61,29.0,165.1
94922,74,31.0,165.1
338,56,45.0,165.1
29822,58,30.0,177.8
96544,58,35.0,154.94
64552,62,50.0,167.64
5306,54,30.0,160.02
57343,58,33.0,167.64
15254,61,25.0,177.8
62453,52,49.0,154.94
22285,61,22.0,170.18
58580,49,30.0,160.02
118885,63,32.0,172.72
81005,62,33.0,165.1
45067,70,32.0,170.18
5304,58,26.0,157.48
80257,54,47.0,157.48
82110,74,34.0,180.34
45550,58,31.0,170.18
17972,49,36.0,162.56
65032,67,45.0,172.72
93508,58,30.0,175.26
103222,53,31.0,175.26
114922,58,34.0,177.8
61099,54,22.0,165.1
82969,58,32.0,160.02
16298,65,30.0,177.8
88757,63,25.0,165.1
64317,58,36.0,165.1
105211,56,36.0,167.64
40458,61,30.0,162.56
55575,49,32.0,149.86
19155,51,35.0,170.18
58186,60,44.0,165.1
67170,90,40.0,170.18
113903,64,58.0,167.64
97025,61,32.0,154.94
13588,72,39.0,167.64
40211,65,47.0,167.64
29994,79,21.0,167.64
65239,61,30.0,165.1
115240,61,29.0,170.18
2547,49,26.0,170.18
77819,75,29.0,162.56
32128,61,36.0,162.56
26804,63,34.0,177.8
119062,62,50.0,165.1
56839,65,29.0,162.56
99438,68,31.0,162.56
70764,67,36.0,157.48
119171,54,32.0,160.02
88604,58,25.0,167.64
40351,58,35.0,167.64
57891,56,29.0,167.64
36550,58,31.0,172.72
25024,68,40.0,172.72
85727,63,31.0,165.1
64863,69,31.0,170.18
27316,68,33.0,175.26
109335,65,21.0,167.64
98344,61,32.0,165.1
39259,63,31.0,170.18
107336,54,17.0,170.18
84577,54,32.0,162.56
29908,54,34.0,167.64
93625,61,32.0,167.64
36314,50,31.0,154.94
81549,63,30.0,175.26
17067,74,48.0,170.18
119128,49,37.0,157.48
87044,58,43.0,162.56
30572,56,47.0,177.8
33882,49,34.0,160.02
74860,53,31.0,154.94
9508,58,34.0,170.18
60380,56,30.0,160.02
99232,65,31.0,170.18
80898,56,28.0,157.48
82052,54,38.0,162.56
29683,54,29.0,162.56
38502,52,33.0,157.48
1412,61,23.0,165.1
54332,99,29.0,160.02
81921,61,26.0,157.48
5769,61,30.0,160.02
102316,63,35.0,165.1
108283,63,33.0,170.18
18381,64,33.0,170.18
80439,95,36.0,152.4
100133,113,25.0,180.34
1077,72,32.0,177.8
53200,52,29.0,170.18
29001,58,49.0,160.02
86894,81,2.0,177.8
60569,68,33.0,172.72
77002,58,31.0,167.64
58989,56,41.0,154.94
108352,58,29.0,170.18
107655,61,39.0,157.48
47272,59,38.0,172.72
9545,90,52.0,170.18
64968,52,34.0,152.4
86050,77,32.0,167.64
39336,64,38.0,167.64
115296,94,52.0,167.64
